// user:DESKTOP-0HM15HR_628165; date:2020-10-14 11:45:19.203; sample:3201; 
3220; 0.00812; 0.0; 
3222; 0.01124; 0.0; 
3224; 0.01141; 0.0; 
3226; 0.00735; 0.0; 
3228; 0.00551; 0.0; 
3230; 0.00967; 0.0; 
3232; 0.0138; 0.0; 
3234; 0.00828; 0.0; 
3236; 0.00226; 0.0; 
3238; 0.00784; 0.0; 
3240; 0.00873; 0.0; 
3242; 0.00659; 0.0; 
3244; 0.00729; 0.0; 
3246; 0.00759; 0.0; 
3248; 0.01079; 0.0; 
3250; 0.00876; 0.0; 
3252; 0.01901; 0.0; 
3254; 0.01635; 0.0; 
3256; 0.01368; 0.0; 
3258; 0.01149; 0.0; 
3260; 0.01017; 0.0; 
3262; 0.00758; 0.0; 
3264; 0.01021; 0.0; 
3266; 0.00595; 0.0; 
3268; 0.00584; 0.0; 
3270; 0.00969; 0.0; 
3272; 0.01012; 0.0; 
3274; 0.00774; 0.0; 
3276; 0.0074; 0.0; 
3278; 0.00881; 0.0; 
3280; 0.00461; 0.0; 
3282; 0.01035; 0.0; 
3284; 0.01281; 0.0; 
3286; 0.00572; 0.0; 
3288; 0.00424; 0.0; 
3290; 0.00982; 0.0; 
3292; 0.00734; 0.0; 
3294; 0.00804; 0.0; 
3296; 0.00988; 0.0; 
3298; 0.0058; 0.0; 
3300; 0.00402; 0.0; 
3302; 0.0064; 0.0; 
3304; 0.00586; 0.0; 
3306; 0.00613; 0.0; 
3308; 0.00585; 0.0; 
3310; 0.00596; 0.0; 
3312; 0.00249; 0.0; 
3314; 0.00511; 0.0; 
3316; 0.00767; 0.0; 
3318; 0.0047; 0.0; 
3320; 0.01326; 0.0; 
3322; 0.01385; 0.0; 
3324; 0.0092; 0.0; 
3326; 0.00965; 0.0; 
3328; 0.00732; 0.0; 
3330; 0.00892; 0.0; 
3332; 0.00797; 0.0; 
3334; 0.00498; 0.0; 
3336; 0.00885; 0.0; 
3338; 0.00662; 0.0; 
3340; 0.00672; 0.0; 
3342; 0.01233; 0.0; 
3344; 0.01131; 0.0; 
3346; 0.00912; 0.0; 
3348; 0.00544; 0.0; 
3350; 0.00778; 0.0; 
3352; 0.00931; 0.0; 
3354; 0.00438; 0.0; 
3356; 0.00474; 0.0; 
3358; 0.0065; 0.0; 
3360; 0.00621; 0.0; 
3362; 0.00511; 0.0; 
3364; 0.00449; 0.0; 
3366; 0.00853; 0.0; 
3368; 0.00848; 0.0; 
3370; 0.00932; 0.0; 
3372; 0.01264; 0.0; 
3374; 0.01293; 0.0; 
3376; 0.00984; 0.0; 
3378; 0.01047; 0.0; 
3380; 0.00996; 0.0; 
3382; 0.0084; 0.0; 
3384; 0.00828; 0.0; 
3386; 0.0087; 0.0; 
3388; 0.00549; 0.0; 
3390; 0.01221; 0.0; 
3392; 0.00968; 0.0; 
3394; 0.01267; 0.0; 
3396; 0.00767; 0.0; 
3398; 0.00559; 0.0; 
3400; 0.00898; 0.0; 
3402; 0.00749; 0.0; 
3404; 0.006; 0.0; 
3406; 0.00966; 0.0; 
3408; 0.00851; 0.0; 
3410; 0.01077; 0.0; 
3412; 0.0118; 0.0; 
3414; 0.00971; 0.0; 
3416; 0.00804; 0.0; 
3418; 0.01328; 0.0; 
3420; 0.01643; 0.0; 
3422; 0.01294; 0.0; 
3424; 0.00645; 0.0; 
3426; 0.00842; 0.0; 
3428; 0.00842; 0.0; 
3430; 0.00854; 0.0; 
3432; 0.01023; 0.0; 
3434; 0.00881; 0.0; 
3436; 0.00489; 0.0; 
3438; 0.00592; 0.0; 
3440; 0.01029; 0.0; 
3442; 0.01116; 0.0; 
3444; 0.00678; 0.0; 
3446; 0.00805; 0.0; 
3448; 0.01359; 0.0; 
3450; 0.00895; 0.0; 
3452; 0.00859; 0.0; 
3454; 0.00222; 0.0; 
3456; 0.01149; 0.0; 
3458; 0.01117; 0.0; 
3460; 0.01171; 0.0; 
3462; 0.01322; 0.0; 
3464; 0.00554; 0.0; 
3466; 0.00492; 0.0; 
3468; 0.00273; 0.0; 
3470; 0.00602; 0.0; 
3472; 0.00828; 0.0; 
3474; 0.00863; 0.0; 
3476; 0.00655; 0.0; 
3478; 0.00655; 0.0; 
3480; 0.0044; 0.0; 
3482; 0.00349; 0.0; 
3484; 0.00496; 0.0; 
3486; 0.00445; 0.0; 
3488; 0.00417; 0.0; 
3490; 0.00472; 0.0; 
3492; 0.01125; 0.0; 
3494; 0.01165; 0.0; 
3496; 0.00653; 0.0; 
3498; 0.00311; 0.0; 
3500; 0.00341; 0.0; 
3502; 0.00201; 0.0; 
3504; 0.00617; 0.0; 
3506; 0.00821; 0.0; 
3508; 0.00471; 0.0; 
3510; 0.01659; 0.0; 
3512; 0.01519; 0.0; 
3514; 0.00573; 0.0; 
3516; 0.00536; 0.0; 
3518; 0.01045; 0.0; 
3520; 0.0118; 0.0; 
3522; 0.01432; 0.0; 
3524; 0.01002; 0.0; 
3526; 0.00582; 0.0; 
3528; 0.00909; 0.0; 
3530; 0.00671; 0.0; 
3532; 0.01083; 0.0; 
3534; 0.01156; 0.0; 
3536; 0.00941; 0.0; 
3538; 0.01137; 0.0; 
3540; 0.00776; 0.0; 
3542; 0.00553; 0.0; 
3544; 0.00849; 0.0; 
3546; 0.0104; 0.0; 
3548; 0.0121; 0.0; 
3550; 0.00977; 0.0; 
3552; 0.01096; 0.0; 
3554; 0.0128; 0.0; 
3556; 0.01111; 0.0; 
3558; 0.00664; 0.0; 
3560; 0.00204; 0.0; 
3562; 0.01057; 0.0; 
3564; 0.00744; 0.0; 
3566; 0.00567; 0.0; 
3568; 0.01464; 0.0; 
3570; 0.0131; 0.0; 
3572; 0.0082; 0.0; 
3574; 0.00618; 0.0; 
3576; 0.01088; 0.0; 
3578; 0.01134; 0.0; 
3580; 0.01097; 0.0; 
3582; 0.0104; 0.0; 
3584; 0.00967; 0.0; 
3586; 0.00909; 0.0; 
3588; 0.00835; 0.0; 
3590; 0.01269; 0.0; 
3592; 0.00536; 0.0; 
3594; 0.01213; 0.0; 
3596; 0.00738; 0.0; 
3598; 0.00554; 0.0; 
3600; 0.00731; 0.0; 
3602; 0.00255; 0.0; 
3604; 0.00814; 0.0; 
3606; 0.00712; 0.0; 
3608; 0.00654; 0.0; 
3610; 0.00933; 0.0; 
3612; 0.00846; 0.0; 
3614; 0.00488; 0.0; 
3616; 0.0044; 0.0; 
3618; 0.00568; 0.0; 
3620; 0.00736; 0.0; 
3622; 0.0059; 0.0; 
3624; 0.00728; 0.0; 
3626; 0.00798; 0.0; 
3628; 0.00637; 0.0; 
3630; 0.00277; 0.0; 
3632; 0.00438; 0.0; 
3634; 0.00345; 0.0; 
3636; 0.00767; 0.0; 
3638; 0.00824; 0.0; 
3640; 0.00689; 0.0; 
3642; 0.00198; 0.0; 
3644; 0.00169; 0.0; 
3646; 0.00423; 0.0; 
3648; 0.00523; 0.0; 
3650; 0.00367; 0.0; 
3652; 0.0045; 0.0; 
3654; 0.00466; 0.0; 
3656; 0.00243; 0.0; 
3658; 0.00253; 0.0; 
3660; 0.00458; 0.0; 
3662; 0.00657; 0.0; 
3664; 0.00513; 0.0; 
3666; 0.00362; 0.0; 
3668; 0.00702; 0.0; 
3670; 0.00905; 0.0; 
3672; 0.00505; 0.0; 
3674; 0.00626; 0.0; 
3676; 0.00431; 0.0; 
3678; 0.00344; 0.0; 
3680; 0.00161; 0.0; 
3682; 0.00366; 0.0; 
3684; 0.00395; 0.0; 
3686; 0.00568; 0.0; 
3688; 0.00411; 0.0; 
3690; 0.00444; 0.0; 
3692; 0.00628; 0.0; 
3694; 0.00479; 0.0; 
3696; 0.00121; 0.0; 
3698; 0.00136; 0.0; 
3700; 0.00233; 0.0; 
3702; 0.00325; 0.0; 
3704; 0.0046; 0.0; 
3706; 0.00666; 0.0; 
3708; 0.00501; 0.0; 
3710; 0.00164; 0.0; 
3712; 0.00433; 0.0; 
3714; 0.00581; 0.0; 
3716; 0.00496; 0.0; 
3718; 0.00589; 0.0; 
3720; 0.00701; 0.0; 
3722; 0.00604; 0.0; 
3724; 0.00606; 0.0; 
3726; 0.00347; 0.0; 
3728; 0.00479; 0.0; 
3730; 0.00488; 0.0; 
3732; 0.0046; 0.0; 
3734; 0.00606; 0.0; 
3736; 0.00388; 0.0; 
3738; 0.0048; 0.0; 
3740; 0.00388; 0.0; 
3742; 0.00676; 0.0; 
3744; 0.00546; 0.0; 
3746; 0.00397; 0.0; 
3748; 0.00229; 0.0; 
3750; 0.00806; 0.0; 
3752; 0.00626; 0.0; 
3754; 0.00208; 0.0; 
3756; 0.00487; 0.0; 
3758; 0.00718; 0.0; 
3760; 0.01197; 0.0; 
3762; 0.01022; 0.0; 
3764; 0.0084; 0.0; 
3766; 0.00727; 0.0; 
3768; 0.00341; 0.0; 
3770; 0.00476; 0.0; 
3772; 0.00583; 0.0; 
3774; 0.00407; 0.0; 
3776; 0.00465; 0.0; 
3778; 0.00336; 0.0; 
3780; 0.00626; 0.0; 
3782; 0.00316; 0.0; 
3784; 0.00448; 0.0; 
3786; 0.00837; 0.0; 
3788; 0.01126; 0.0; 
3790; 0.00685; 0.0; 
3792; 0.00603; 0.0; 
3794; 0.00769; 0.0; 
3796; 0.00828; 0.0; 
3798; 0.00614; 0.0; 
3800; 0.00554; 0.0; 
3802; 0.00389; 0.0; 
3804; 0.00504; 0.0; 
3806; 0.00618; 0.0; 
3808; 0.006; 0.0; 
3810; 0.00534; 0.0; 
3812; 0.00918; 0.0; 
3814; 0.01044; 0.0; 
3816; 0.00742; 0.0; 
3818; 0.00605; 0.0; 
3820; 0.00378; 0.0; 
3822; 0.0087; 0.0; 
3824; 0.00735; 0.0; 
3826; 0.00773; 0.0; 
3828; 0.00603; 0.0; 
3830; 0.00546; 0.0; 
3832; 0.00794; 0.0; 
3834; 0.0072; 0.0; 
3836; 0.01157; 0.0; 
3838; 0.01067; 0.0; 
3840; 0.01289; 0.0; 
3842; 0.01669; 0.0; 
3844; 0.00733; 0.0; 
3846; 0.00479; 0.0; 
3848; 0.00815; 0.0; 
3850; 0.01006; 0.0; 
3852; 0.00735; 0.0; 
3854; 0.00315; 0.0; 
3856; 0.00606; 0.0; 
3858; 0.00586; 0.0; 
3860; 0.00394; 0.0; 
3862; 0.01102; 0.0; 
3864; 0.01456; 0.0; 
3866; 0.00883; 0.0; 
3868; 0.01053; 0.0; 
3870; 0.00667; 0.0; 
3872; 0.00333; 0.0; 
3874; 0.00777; 0.0; 
3876; 0.01114; 0.0; 
3878; 0.00432; 0.0; 
3880; 0.0097; 0.0; 
3882; 0.0112; 0.0; 
3884; 0.01401; 0.0; 
3886; 0.00347; 0.0; 
3888; 0.00879; 0.0; 
3890; 0.0089; 0.0; 
3892; 0.01377; 0.0; 
3894; 0.00919; 0.0; 
3896; 0.01152; 0.0; 
3898; 0.00852; 0.0; 
3900; 0.02077; 0.0; 
3902; 0.02251; 0.0; 
3904; 0.00494; 0.0; 
3906; 0.00992; 0.0; 
3908; 0.00835; 0.0; 
3910; 0.00841; 0.0; 
3912; 0.00476; 0.0; 
3914; 0.00923; 0.0; 
3916; 0.01074; 0.0; 
3918; 0.01569; 0.0; 
3920; 0.01726; 0.0; 
3922; 0.01361; 0.0; 
3924; 0.012; 0.0; 
3926; 0.01123; 0.0; 
3928; 0.00687; 0.0; 
3930; 0.00822; 0.0; 
3932; 0.00936; 0.0; 
3934; 0.01061; 0.0; 
3936; 0.0099; 0.0; 
3938; 0.01139; 0.0; 
3940; 0.01249; 0.0; 
3942; 0.01137; 0.0; 
3944; 0.00834; 0.0; 
3946; 0.00763; 0.0; 
3948; 0.00991; 0.0; 
3950; 0.00901; 0.0; 
3952; 0.01004; 0.0; 
3954; 0.00911; 0.0; 
3956; 0.01094; 0.0; 
3958; 0.01418; 0.0; 
3960; 0.01562; 0.0; 
3962; 0.00893; 0.0; 
3964; 0.01167; 0.0; 
3966; 0.01125; 0.0; 
3968; 0.01164; 0.0; 
3970; 0.01052; 0.0; 
3972; 0.00823; 0.0; 
3974; 0.01202; 0.0; 
3976; 0.0131; 0.0; 
3978; 0.00716; 0.0; 
3980; 0.00836; 0.0; 
3982; 0.0084; 0.0; 
3984; 0.01308; 0.0; 
3986; 0.01239; 0.0; 
3988; 0.00675; 0.0; 
3990; 0.00482; 0.0; 
3992; 0.00107; 0.0; 
3994; 0.00462; 0.0; 
3996; 0.00632; 0.0; 
3998; 0.00591; 0.0; 
4000; 0.00796; 0.0; 
4002; 0.00906; 0.0; 
4004; 0.01534; 0.0; 
4006; 0.0158; 0.0; 
4008; 0.01491; 0.0; 
4010; 0.01351; 0.0; 
4012; 0.0102; 0.0; 
4014; 0.01037; 0.0; 
4016; 0.01123; 0.0; 
4018; 0.00796; 0.0; 
4020; 0.00504; 0.0; 
4022; 0.00853; 0.0; 
4024; 0.01082; 0.0; 
4026; 0.01108; 0.0; 
4028; 0.01107; 0.0; 
4030; 0.02182; 0.0; 
4032; 0.01934; 0.0; 
4034; 0.00785; 0.0; 
4036; 0.00701; 0.0; 
4038; 0.00956; 0.0; 
4040; 0.00666; 0.0; 
4042; 0.0121; 0.0; 
4044; 0.01514; 0.0; 
4046; 0.01959; 0.0; 
4048; 0.01073; 0.0; 
4050; 0.00858; 0.0; 
4052; 0.01528; 0.0; 
4054; 0.00922; 0.0; 
4056; 0.0079; 0.0; 
4058; 0.01002; 0.0; 
4060; 0.01011; 0.0; 
4062; 0.02366; 0.0; 
4064; 0.02282; 0.0; 
4066; 0.02591; 0.0; 
4068; 0.01608; 0.0; 
4070; 0.00828; 0.0; 
4072; 0.00416; 0.0; 
4074; 0.01344; 0.0; 
4076; 0.01925; 0.0; 
4078; 0.00909; 0.0; 
4080; 0.01278; 0.0; 
4082; 0.01428; 0.0; 
4084; 0.00937; 0.0; 
4086; 0.01907; 0.0; 
4088; 0.01934; 0.0; 
4090; 0.01425; 0.0; 
4092; 0.0082; 0.0; 
4094; 0.01034; 0.0; 
4096; 0.00903; 0.0; 
4098; 0.00697; 0.0; 
4100; 0.01395; 0.0; 
4102; 0.01166; 0.0; 
4104; 0.01139; 0.0; 
4106; 0.01558; 0.0; 
4108; 0.01388; 0.0; 
4110; 0.01215; 0.0; 
4112; 0.01192; 0.0; 
4114; 0.01082; 0.0; 
4116; 0.01318; 0.0; 
4118; 0.00606; 0.0; 
4120; 0.0154; 0.0; 
4122; 0.01151; 0.0; 
4124; 0.0102; 0.0; 
4126; 0.00574; 0.0; 
4128; 0.01032; 0.0; 
4130; 0.0111; 0.0; 
4132; 0.00791; 0.0; 
4134; 0.01324; 0.0; 
4136; 0.00561; 0.0; 
4138; 0.00614; 0.0; 
4140; 0.00637; 0.0; 
4142; 0.00624; 0.0; 
4144; 0.00449; 0.0; 
4146; 0.00411; 0.0; 
4148; 0.0047; 0.0; 
4150; 0.00741; 0.0; 
4152; 0.012; 0.0; 
4154; 0.00743; 0.0; 
4156; 0.00744; 0.0; 
4158; 0.00594; 0.0; 
4160; 0.00462; 0.0; 
4162; 0.00803; 0.0; 
4164; 0.00898; 0.0; 
4166; 0.00937; 0.0; 
4168; 0.00589; 0.0; 
4170; 0.00822; 0.0; 
4172; 0.00833; 0.0; 
4174; 0.00878; 0.0; 
4176; 0.00787; 0.0; 
4178; 0.00344; 0.0; 
4180; 0.00513; 0.0; 
4182; 0.00737; 0.0; 
4184; 0.00313; 0.0; 
4186; 0.00435; 0.0; 
4188; 0.00421; 0.0; 
4190; 0.00543; 0.0; 
4192; 0.00625; 0.0; 
4194; 0.0048; 0.0; 
4196; 0.00423; 0.0; 
4198; 0.00629; 0.0; 
4200; 0.0075; 0.0; 
4202; 0.00713; 0.0; 
4204; 0.00646; 0.0; 
4206; 0.00317; 0.0; 
4208; 0.00319; 0.0; 
4210; 0.00267; 0.0; 
4212; 0.00206; 0.0; 
4214; 0.00376; 0.0; 
4216; 0.00522; 0.0; 
4218; 0.00417; 0.0; 
4220; 0.00375; 0.0; 
4222; 0.00423; 0.0; 
4224; 0.00484; 0.0; 
4226; 0.00386; 0.0; 
4228; 0.00179; 0.0; 
4230; 0.00365; 0.0; 
4232; 0.00449; 0.0; 
4234; 0.0053; 0.0; 
4236; 0.00523; 0.0; 
4238; 0.0043; 0.0; 
4240; 0.00584; 0.0; 
4242; 0.00582; 0.0; 
4244; 0.00322; 0.0; 
4246; 0.00331; 0.0; 
4248; 0.00252; 0.0; 
4250; 0.00307; 0.0; 
4252; 0.00346; 0.0; 
4254; 0.00525; 0.0; 
4256; 0.00352; 0.0; 
4258; 0.00213; 0.0; 
4260; 0.00272; 0.0; 
4262; 0.00332; 0.0; 
4264; 0.0039; 0.0; 
4266; 0.00268; 0.0; 
4268; 0.00345; 0.0; 
4270; 0.00467; 0.0; 
4272; 0.00454; 0.0; 
4274; 0.00258; 0.0; 
4276; 0.00197; 0.0; 
4278; 0.00437; 0.0; 
4280; 0.00404; 0.0; 
4282; 0.00257; 0.0; 
4284; 0.00353; 0.0; 
4286; 0.00511; 0.0; 
4288; 0.00532; 0.0; 
4290; 0.00462; 0.0; 
4292; 0.0028; 0.0; 
4294; 0.00181; 0.0; 
4296; 0.00462; 0.0; 
4298; 0.00498; 0.0; 
4300; 0.00505; 0.0; 
4302; 0.00499; 0.0; 
4304; 0.00518; 0.0; 
4306; 0.00445; 0.0; 
4308; 0.00174; 0.0; 
4310; 0.00386; 0.0; 
4312; 0.0024; 0.0; 
4314; 0.00442; 0.0; 
4316; 0.00516; 0.0; 
4318; 0.00183; 0.0; 
4320; 0.00229; 0.0; 
4322; 0.00383; 0.0; 
4324; 0.00361; 0.0; 
4326; 0.00065; 0.0; 
4328; 0.00192; 0.0; 
4330; 0.00308; 0.0; 
4332; 0.00475; 0.0; 
4334; 0.00334; 0.0; 
4336; 0.00379; 0.0; 
4338; 0.00499; 0.0; 
4340; 0.00356; 0.0; 
4342; 0.00428; 0.0; 
4344; 0.00429; 0.0; 
4346; 0.00319; 0.0; 
4348; 0.00223; 0.0; 
4350; 0.00321; 0.0; 
4352; 0.00356; 0.0; 
4354; 0.00375; 0.0; 
4356; 0.00427; 0.0; 
4358; 0.00424; 0.0; 
4360; 0.0035; 0.0; 
4362; 0.00484; 0.0; 
4364; 0.00527; 0.0; 
4366; 0.00382; 0.0; 
4368; 0.00317; 0.0; 
4370; 0.00385; 0.0; 
4372; 0.00349; 0.0; 
4374; 0.00128; 0.0; 
4376; 0.00393; 0.0; 
4378; 0.00523; 0.0; 
4380; 0.00538; 0.0; 
4382; 0.00427; 0.0; 
4384; 0.00445; 0.0; 
4386; 0.00524; 0.0; 
4388; 0.00397; 0.0; 
4390; 0.00322; 0.0; 
4392; 0.00478; 0.0; 
4394; 0.00628; 0.0; 
4396; 0.00404; 0.0; 
4398; 0.0022; 0.0; 
4400; 0.00432; 0.0; 
4402; 0.00397; 0.0; 
4404; 0.00583; 0.0; 
4406; 0.00455; 0.0; 
4408; 0.0035; 0.0; 
4410; 0.00353; 0.0; 
4412; 0.00846; 0.0; 
4414; 0.01224; 0.0; 
4416; 0.00869; 0.0; 
4418; 0.00653; 0.0; 
4420; 0.00872; 0.0; 
4422; 0.00421; 0.0; 
4424; 0.00244; 0.0; 
4426; 0.00842; 0.0; 
4428; 0.0086; 0.0; 
4430; 0.00348; 0.0; 
4432; 0.00371; 0.0; 
4434; 0.00377; 0.0; 
4436; 0.00505; 0.0; 
4438; 0.007; 0.0; 
4440; 0.009; 0.0; 
4442; 0.00495; 0.0; 
4444; 0.00284; 0.0; 
4446; 0.00646; 0.0; 
4448; 0.00658; 0.0; 
4450; 0.00616; 0.0; 
4452; 0.00361; 0.0; 
4454; 0.0058; 0.0; 
4456; 0.00429; 0.0; 
4458; 0.00398; 0.0; 
4460; 0.00795; 0.0; 
4462; 0.00719; 0.0; 
4464; 0.00875; 0.0; 
4466; 0.00875; 0.0; 
4468; 0.00381; 0.0; 
4470; 0.00565; 0.0; 
4472; 0.0055; 0.0; 
4474; 0.00486; 0.0; 
4476; 0.00624; 0.0; 
4478; 0.0038; 0.0; 
4480; 0.00702; 0.0; 
4482; 0.00698; 0.0; 
4484; 0.00351; 0.0; 
4486; 0.00535; 0.0; 
4488; 0.00961; 0.0; 
4490; 0.00851; 0.0; 
4492; 0.00744; 0.0; 
4494; 0.0105; 0.0; 
4496; 0.01199; 0.0; 
4498; 0.01234; 0.0; 
4500; 0.00733; 0.0; 
4502; 0.00715; 0.0; 
4504; 0.00715; 0.0; 
4506; 0.00655; 0.0; 
4508; 0.00646; 0.0; 
4510; 0.00553; 0.0; 
4512; 0.00556; 0.0; 
4514; 0.00509; 0.0; 
4516; 0.00623; 0.0; 
4518; 0.0075; 0.0; 
4520; 0.0023; 0.0; 
4522; 0.00496; 0.0; 
4524; 0.00756; 0.0; 
4526; 0.00806; 0.0; 
4528; 0.0046; 0.0; 
4530; 0.00426; 0.0; 
4532; 0.00188; 0.0; 
4534; 0.0045; 0.0; 
4536; 0.00638; 0.0; 
4538; 0.0069; 0.0; 
4540; 0.00537; 0.0; 
4542; 0.00456; 0.0; 
4544; 0.00573; 0.0; 
4546; 0.00707; 0.0; 
4548; 0.00555; 0.0; 
4550; 0.00374; 0.0; 
4552; 0.00464; 0.0; 
4554; 0.00414; 0.0; 
4556; 0.00441; 0.0; 
4558; 0.00622; 0.0; 
4560; 0.00648; 0.0; 
4562; 0.00838; 0.0; 
4564; 0.00896; 0.0; 
4566; 0.00827; 0.0; 
4568; 0.00836; 0.0; 
4570; 0.00224; 0.0; 
4572; 0.00611; 0.0; 
4574; 0.00436; 0.0; 
4576; 0.00733; 0.0; 
4578; 0.00458; 0.0; 
4580; 0.00602; 0.0; 
4582; 0.00445; 0.0; 
4584; 0.00739; 0.0; 
4586; 0.00842; 0.0; 
4588; 0.00751; 0.0; 
4590; 0.0063; 0.0; 
4592; 0.00486; 0.0; 
4594; 0.00159; 0.0; 
4596; 0.00412; 0.0; 
4598; 0.0075; 0.0; 
4600; 0.00745; 0.0; 
4602; 0.00919; 0.0; 
4604; 0.0078; 0.0; 
4606; 0.00414; 0.0; 
4608; 0.00376; 0.0; 
4610; 0.00433; 0.0; 
4612; 0.0051; 0.0; 
4614; 0.00367; 0.0; 
4616; 0.00488; 0.0; 
4618; 0.00537; 0.0; 
4620; 0.0034; 0.0; 
4622; 0.00399; 0.0; 
4624; 0.00436; 0.0; 
4626; 0.00456; 0.0; 
4628; 0.00531; 0.0; 
4630; 0.00401; 0.0; 
4632; 0.0028; 0.0; 
4634; 0.00689; 0.0; 
4636; 0.00612; 0.0; 
4638; 0.0082; 0.0; 
4640; 0.00968; 0.0; 
4642; 0.00613; 0.0; 
4644; 0.00514; 0.0; 
4646; 0.00421; 0.0; 
4648; 0.00291; 0.0; 
4650; 0.00423; 0.0; 
4652; 0.00319; 0.0; 
4654; 0.00471; 0.0; 
4656; 0.00607; 0.0; 
4658; 0.00398; 0.0; 
4660; 0.00334; 0.0; 
4662; 0.00419; 0.0; 
4664; 0.00144; 0.0; 
4666; 0.00406; 0.0; 
4668; 0.00473; 0.0; 
4670; 0.00349; 0.0; 
4672; 0.0028; 0.0; 
4674; 0.00259; 0.0; 
4676; 0.00211; 0.0; 
4678; 0.00303; 0.0; 
4680; 0.00333; 0.0; 
4682; 0.0058; 0.0; 
4684; 0.00649; 0.0; 
4686; 0.00618; 0.0; 
4688; 0.00488; 0.0; 
4690; 0.00337; 0.0; 
4692; 0.00463; 0.0; 
4694; 0.00321; 0.0; 
4696; 0.0015; 0.0; 
4698; 0.00178; 0.0; 
4700; 0.00502; 0.0; 
4702; 0.00714; 0.0; 
4704; 0.00603; 0.0; 
4706; 0.00356; 0.0; 
4708; 0.00332; 0.0; 
4710; 0.00403; 0.0; 
4712; 0.00619; 0.0; 
4714; 0.00483; 0.0; 
4716; 0.0046; 0.0; 
4718; 0.00612; 0.0; 
4720; 0.00631; 0.0; 
4722; 0.00633; 0.0; 
4724; 0.00727; 0.0; 
4726; 0.006; 0.0; 
4728; 0.00424; 0.0; 
4730; 0.00456; 0.0; 
4732; 0.00481; 0.0; 
4734; 0.00319; 0.0; 
4736; 0.00281; 0.0; 
4738; 0.00345; 0.0; 
4740; 0.00247; 0.0; 
4742; 0.00679; 0.0; 
4744; 0.0083; 0.0; 
4746; 0.00467; 0.0; 
4748; 0.00447; 0.0; 
4750; 0.00598; 0.0; 
4752; 0.00591; 0.0; 
4754; 0.00607; 0.0; 
4756; 0.00464; 0.0; 
4758; 0.0019; 0.0; 
4760; 0.00154; 0.0; 
4762; 0.00211; 0.0; 
4764; 0.00403; 0.0; 
4766; 0.00281; 0.0; 
4768; 0.00296; 0.0; 
4770; 0.00223; 0.0; 
4772; 0.00521; 0.0; 
4774; 0.00497; 0.0; 
4776; 0.00099; 0.0; 
4778; 0.00198; 0.0; 
4780; 0.00234; 0.0; 
4782; 0.00309; 0.0; 
4784; 0.00193; 0.0; 
4786; 0.0015; 0.0; 
4788; 0.00234; 0.0; 
4790; 0.00324; 0.0; 
4792; 0.0034; 0.0; 
4794; 0.00578; 0.0; 
4796; 0.00518; 0.0; 
4798; 0.00652; 0.0; 
4800; 0.00646; 0.0; 
4802; 0.00349; 0.0; 
4804; 0.00277; 0.0; 
4806; 0.00389; 0.0; 
4808; 0.00221; 0.0; 
