// user:DESKTOP-0HM15HR_628165; date:2020-10-14 11:45:19.203; sample:3201; 
4810; 0.0027; 0.0; 
4812; 0.00473; 0.0; 
4814; 0.00584; 0.0; 
4816; 0.00486; 0.0; 
4818; 0.00215; 0.0; 
4820; 0.00122; 0.0; 
4822; 0.0011; 0.0; 
4824; 0.00131; 0.0; 
4826; 0.00336; 0.0; 
4828; 0.00203; 0.0; 
4830; 0.00156; 0.0; 
4832; 0.00279; 0.0; 
4834; 0.00241; 0.0; 
4836; 0.00357; 0.0; 
4838; 0.0043; 0.0; 
4840; 0.00244; 0.0; 
4842; 0.00247; 0.0; 
4844; 0.00542; 0.0; 
4846; 0.00682; 0.0; 
4848; 0.0039; 0.0; 
4850; 0.00442; 0.0; 
4852; 0.00331; 0.0; 
4854; 0.00348; 0.0; 
4856; 0.00419; 0.0; 
4858; 0.00319; 0.0; 
4860; 0.00381; 0.0; 
4862; 0.00528; 0.0; 
4864; 0.00698; 0.0; 
4866; 0.00577; 0.0; 
4868; 0.0041; 0.0; 
4870; 0.00562; 0.0; 
4872; 0.00407; 0.0; 
4874; 0.00388; 0.0; 
4876; 0.0035; 0.0; 
4878; 0.00278; 0.0; 
4880; 0.00321; 0.0; 
4882; 0.00338; 0.0; 
4884; 0.00348; 0.0; 
4886; 0.00321; 0.0; 
4888; 0.00301; 0.0; 
4890; 0.00535; 0.0; 
4892; 0.0069; 0.0; 
4894; 0.0054; 0.0; 
4896; 0.00521; 0.0; 
4898; 0.00215; 0.0; 
4900; 0.00389; 0.0; 
4902; 0.00339; 0.0; 
4904; 0.00334; 0.0; 
4906; 0.00756; 0.0; 
4908; 0.00618; 0.0; 
4910; 0.00192; 0.0; 
4912; 0.00204; 0.0; 
4914; 0.0046; 0.0; 
4916; 0.0044; 0.0; 
4918; 0.00154; 0.0; 
4920; 0.00633; 0.0; 
4922; 0.00736; 0.0; 
4924; 0.00268; 0.0; 
4926; 0.00191; 0.0; 
4928; 0.00309; 0.0; 
4930; 0.00603; 0.0; 
4932; 0.00345; 0.0; 
4934; 0.00483; 0.0; 
4936; 0.00279; 0.0; 
4938; 0.00207; 0.0; 
4940; 0.00309; 0.0; 
4942; 0.00373; 0.0; 
4944; 0.0043; 0.0; 
4946; 0.00426; 0.0; 
4948; 0.00246; 0.0; 
4950; 0.00339; 0.0; 
4952; 0.00337; 0.0; 
4954; 0.00307; 0.0; 
4956; 0.00327; 0.0; 
4958; 0.00226; 0.0; 
4960; 0.00319; 0.0; 
4962; 0.00231; 0.0; 
4964; 0.00317; 0.0; 
4966; 0.00416; 0.0; 
4968; 0.00395; 0.0; 
4970; 0.00338; 0.0; 
4972; 0.00279; 0.0; 
4974; 0.00302; 0.0; 
4976; 0.00404; 0.0; 
4978; 0.00274; 0.0; 
4980; 0.00163; 0.0; 
4982; 0.00192; 0.0; 
4984; 0.00314; 0.0; 
4986; 0.00366; 0.0; 
4988; 0.00228; 0.0; 
4990; 0.00159; 0.0; 
4992; 0.00161; 0.0; 
4994; 0.00221; 0.0; 
4996; 0.00276; 0.0; 
4998; 0.00263; 0.0; 
5000; 0.00352; 0.0; 
5002; 0.00345; 0.0; 
5004; 0.00179; 0.0; 
5006; 0.00076; 0.0; 
5008; 0.00214; 0.0; 
5010; 0.00409; 0.0; 
5012; 0.00439; 0.0; 
5014; 0.00313; 0.0; 
5016; 0.00133; 0.0; 
5018; 0.00127; 0.0; 
5020; 0.00245; 0.0; 
5022; 0.00351; 0.0; 
5024; 0.00333; 0.0; 
5026; 0.00347; 0.0; 
5028; 0.00272; 0.0; 
5030; 0.00125; 0.0; 
5032; 0.00177; 0.0; 
5034; 0.00159; 0.0; 
5036; 0.00131; 0.0; 
5038; 0.00178; 0.0; 
5040; 0.00188; 0.0; 
5042; 0.00247; 0.0; 
5044; 0.00189; 0.0; 
5046; 0.00328; 0.0; 
5048; 0.00237; 0.0; 
5050; 0.0017; 0.0; 
5052; 0.00148; 0.0; 
5054; 0.0013; 0.0; 
5056; 0.00156; 0.0; 
5058; 0.00168; 0.0; 
5060; 0.00217; 0.0; 
5062; 0.00171; 0.0; 
5064; 0.00206; 0.0; 
5066; 0.00228; 0.0; 
5068; 0.00202; 0.0; 
5070; 0.0025; 0.0; 
5072; 0.00162; 0.0; 
5074; 0.00124; 0.0; 
5076; 0.00128; 0.0; 
5078; 0.00241; 0.0; 
5080; 0.00366; 0.0; 
5082; 0.00337; 0.0; 
5084; 0.00313; 0.0; 
5086; 0.00299; 0.0; 
5088; 0.00243; 0.0; 
5090; 0.00161; 0.0; 
5092; 0.00234; 0.0; 
5094; 0.00253; 0.0; 
5096; 0.00187; 0.0; 
5098; 0.00187; 0.0; 
5100; 0.00275; 0.0; 
5102; 0.00259; 0.0; 
5104; 0.00376; 0.0; 
5106; 0.00279; 0.0; 
5108; 0.00407; 0.0; 
5110; 0.00323; 0.0; 
5112; 0.00223; 0.0; 
5114; 0.00102; 0.0; 
5116; 0.00242; 0.0; 
5118; 0.00337; 0.0; 
5120; 0.00241; 0.0; 
5122; 0.00123; 0.0; 
5124; 0.00116; 0.0; 
5126; 0.00174; 0.0; 
5128; 0.00347; 0.0; 
5130; 0.00258; 0.0; 
5132; 0.00193; 0.0; 
5134; 0.00233; 0.0; 
5136; 0.00461; 0.0; 
5138; 0.00382; 0.0; 
5140; 0.00185; 0.0; 
5142; 0.00166; 0.0; 
5144; 0.002; 0.0; 
5146; 0.00128; 0.0; 
5148; 0.00245; 0.0; 
5150; 0.0038; 0.0; 
5152; 0.0031; 0.0; 
5154; 0.00295; 0.0; 
5156; 0.00218; 0.0; 
5158; 0.0007; 0.0; 
5160; 0.00162; 0.0; 
5162; 0.00175; 0.0; 
5164; 0.00275; 0.0; 
5166; 0.00458; 0.0; 
5168; 0.00397; 0.0; 
5170; 0.00323; 0.0; 
5172; 0.00321; 0.0; 
5174; 0.00189; 0.0; 
5176; 0.0017; 0.0; 
5178; 0.0013; 0.0; 
5180; 0.00161; 0.0; 
5182; 0.00258; 0.0; 
5184; 0.00336; 0.0; 
5186; 0.00174; 0.0; 
5188; 0.00194; 0.0; 
5190; 0.00246; 0.0; 
5192; 0.00207; 0.0; 
5194; 0.00057; 0.0; 
5196; 0.00182; 0.0; 
5198; 0.00304; 0.0; 
5200; 0.00355; 0.0; 
5202; 0.00111; 0.0; 
5204; 0.00265; 0.0; 
5206; 0.00401; 0.0; 
5208; 0.00285; 0.0; 
5210; 0.00158; 0.0; 
5212; 0.00302; 0.0; 
5214; 0.0041; 0.0; 
5216; 0.00297; 0.0; 
5218; 0.0021; 0.0; 
5220; 0.00124; 0.0; 
5222; 0.00178; 0.0; 
5224; 0.00221; 0.0; 
5226; 0.00244; 0.0; 
5228; 0.00326; 0.0; 
5230; 0.00293; 0.0; 
5232; 0.00218; 0.0; 
5234; 0.00166; 0.0; 
5236; 0.00203; 0.0; 
5238; 0.00345; 0.0; 
5240; 0.00322; 0.0; 
5242; 0.00167; 0.0; 
5244; 0.0019; 0.0; 
5246; 0.00236; 0.0; 
5248; 0.0019; 0.0; 
5250; 0.0016; 0.0; 
5252; 0.00129; 0.0; 
5254; 0.00246; 0.0; 
5256; 0.00251; 0.0; 
5258; 0.00139; 0.0; 
5260; 0.00258; 0.0; 
5262; 0.00247; 0.0; 
5264; 0.00203; 0.0; 
5266; 0.00254; 0.0; 
5268; 0.00334; 0.0; 
5270; 0.00434; 0.0; 
5272; 0.00233; 0.0; 
5274; 0.00146; 0.0; 
5276; 0.00232; 0.0; 
5278; 0.00182; 0.0; 
5280; 0.00127; 0.0; 
5282; 0.00237; 0.0; 
5284; 0.00261; 0.0; 
5286; 0.00229; 0.0; 
5288; 0.00197; 0.0; 
5290; 0.0017; 0.0; 
5292; 0.00151; 0.0; 
5294; 0.00259; 0.0; 
5296; 0.00462; 0.0; 
5298; 0.00334; 0.0; 
5300; 0.00266; 0.0; 
5302; 0.00395; 0.0; 
5304; 0.00437; 0.0; 
5306; 0.00234; 0.0; 
5308; 0.00333; 0.0; 
5310; 0.00376; 0.0; 
5312; 0.00254; 0.0; 
5314; 0.00256; 0.0; 
5316; 0.00293; 0.0; 
5318; 0.00316; 0.0; 
5320; 0.0029; 0.0; 
5322; 0.00263; 0.0; 
5324; 0.00279; 0.0; 
5326; 0.00455; 0.0; 
5328; 0.00296; 0.0; 
5330; 0.00291; 0.0; 
5332; 0.00161; 0.0; 
5334; 0.00322; 0.0; 
5336; 0.00659; 0.0; 
5338; 0.00503; 0.0; 
5340; 0.00217; 0.0; 
5342; 0.00297; 0.0; 
5344; 0.00346; 0.0; 
5346; 0.00336; 0.0; 
5348; 0.00171; 0.0; 
5350; 0.00158; 0.0; 
5352; 0.00235; 0.0; 
5354; 0.00195; 0.0; 
5356; 0.00243; 0.0; 
5358; 0.00471; 0.0; 
5360; 0.00527; 0.0; 
5362; 0.00503; 0.0; 
5364; 0.00525; 0.0; 
5366; 0.00568; 0.0; 
5368; 0.00556; 0.0; 
5370; 0.00401; 0.0; 
5372; 0.00209; 0.0; 
5374; 0.00278; 0.0; 
5376; 0.00593; 0.0; 
5378; 0.00451; 0.0; 
5380; 0.00327; 0.0; 
5382; 0.00496; 0.0; 
5384; 0.00411; 0.0; 
5386; 0.00218; 0.0; 
5388; 0.00233; 0.0; 
5390; 0.00376; 0.0; 
5392; 0.0042; 0.0; 
5394; 0.00406; 0.0; 
5396; 0.00416; 0.0; 
5398; 0.00447; 0.0; 
5400; 0.00274; 0.0; 
5402; 0.00138; 0.0; 
5404; 0.00314; 0.0; 
5406; 0.00399; 0.0; 
5408; 0.00287; 0.0; 
5410; 0.00328; 0.0; 
5412; 0.0025; 0.0; 
5414; 0.00236; 0.0; 
5416; 0.00303; 0.0; 
5418; 0.00289; 0.0; 
5420; 0.00209; 0.0; 
5422; 0.00429; 0.0; 
5424; 0.00345; 0.0; 
5426; 0.00366; 0.0; 
5428; 0.0033; 0.0; 
5430; 0.00261; 0.0; 
5432; 0.00209; 0.0; 
5434; 0.0017; 0.0; 
5436; 0.00269; 0.0; 
5438; 0.00386; 0.0; 
5440; 0.00296; 0.0; 
5442; 0.0028; 0.0; 
5444; 0.00308; 0.0; 
5446; 0.00185; 0.0; 
5448; 0.00234; 0.0; 
5450; 0.00332; 0.0; 
5452; 0.00376; 0.0; 
5454; 0.00241; 0.0; 
5456; 0.00265; 0.0; 
5458; 0.00286; 0.0; 
5460; 0.00271; 0.0; 
5462; 0.00371; 0.0; 
5464; 0.00357; 0.0; 
5466; 0.00132; 0.0; 
5468; 0.00283; 0.0; 
5470; 0.00079; 0.0; 
5472; 0.00241; 0.0; 
5474; 0.00296; 0.0; 
5476; 0.00347; 0.0; 
5478; 0.00811; 0.0; 
5480; 0.00603; 0.0; 
5482; 0.00273; 0.0; 
5484; 0.00475; 0.0; 
5486; 0.0042; 0.0; 
5488; 0.00297; 0.0; 
5490; 0.00459; 0.0; 
5492; 0.00578; 0.0; 
5494; 0.0036; 0.0; 
5496; 0.00185; 0.0; 
5498; 0.00217; 0.0; 
5500; 0.00322; 0.0; 
5502; 0.00383; 0.0; 
5504; 0.00435; 0.0; 
5506; 0.00345; 0.0; 
5508; 0.00428; 0.0; 
5510; 0.00293; 0.0; 
5512; 0.00386; 0.0; 
5514; 0.00429; 0.0; 
5516; 0.00107; 0.0; 
5518; 0.00177; 0.0; 
5520; 0.00181; 0.0; 
5522; 0.00184; 0.0; 
5524; 0.00156; 0.0; 
5526; 0.00092; 0.0; 
5528; 0.00245; 0.0; 
5530; 0.00383; 0.0; 
5532; 0.00208; 0.0; 
5534; 0.00298; 0.0; 
5536; 0.00469; 0.0; 
5538; 0.00415; 0.0; 
5540; 0.00494; 0.0; 
5542; 0.00628; 0.0; 
5544; 0.00485; 0.0; 
5546; 0.00363; 0.0; 
5548; 0.00265; 0.0; 
5550; 0.0036; 0.0; 
5552; 0.00322; 0.0; 
5554; 0.00286; 0.0; 
5556; 0.00569; 0.0; 
5558; 0.0042; 0.0; 
5560; 0.00324; 0.0; 
5562; 0.00167; 0.0; 
5564; 0.00122; 0.0; 
5566; 0.00186; 0.0; 
5568; 0.00433; 0.0; 
5570; 0.00344; 0.0; 
5572; 0.00266; 0.0; 
5574; 0.00349; 0.0; 
5576; 0.00235; 0.0; 
5578; 0.00041; 0.0; 
5580; 0.0014; 0.0; 
5582; 0.00271; 0.0; 
5584; 0.00287; 0.0; 
5586; 0.00172; 0.0; 
5588; 0.00077; 0.0; 
5590; 0.00154; 0.0; 
5592; 0.00435; 0.0; 
5594; 0.00419; 0.0; 
5596; 0.00359; 0.0; 
5598; 0.00497; 0.0; 
5600; 0.00322; 0.0; 
5602; 0.00279; 0.0; 
5604; 0.00307; 0.0; 
5606; 0.00339; 0.0; 
5608; 0.00298; 0.0; 
5610; 0.00369; 0.0; 
5612; 0.004; 0.0; 
5614; 0.00184; 0.0; 
5616; 0.00117; 0.0; 
5618; 0.00117; 0.0; 
5620; 0.00283; 0.0; 
5622; 0.00266; 0.0; 
5624; 0.00311; 0.0; 
5626; 0.00438; 0.0; 
5628; 0.00492; 0.0; 
5630; 0.00279; 0.0; 
5632; 0.00218; 0.0; 
5634; 0.00156; 0.0; 
5636; 0.0032; 0.0; 
5638; 0.00163; 0.0; 
5640; 0.00094; 0.0; 
5642; 0.00329; 0.0; 
5644; 0.0035; 0.0; 
5646; 0.00352; 0.0; 
5648; 0.00251; 0.0; 
5650; 0.00074; 0.0; 
5652; 0.00151; 0.0; 
5654; 0.00248; 0.0; 
5656; 0.00234; 0.0; 
5658; 0.00252; 0.0; 
5660; 0.00204; 0.0; 
5662; 0.00262; 0.0; 
5664; 0.00254; 0.0; 
5666; 0.00338; 0.0; 
5668; 0.00345; 0.0; 
5670; 0.00315; 0.0; 
5672; 0.0025; 0.0; 
5674; 0.00269; 0.0; 
5676; 0.00223; 0.0; 
5678; 0.00321; 0.0; 
5680; 0.00349; 0.0; 
5682; 0.00285; 0.0; 
5684; 0.00189; 0.0; 
5686; 0.00226; 0.0; 
5688; 0.00198; 0.0; 
5690; 0.00231; 0.0; 
5692; 0.00186; 0.0; 
5694; 0.00221; 0.0; 
5696; 0.00259; 0.0; 
5698; 0.00198; 0.0; 
5700; 0.00181; 0.0; 
5702; 0.00261; 0.0; 
5704; 0.00409; 0.0; 
5706; 0.00519; 0.0; 
5708; 0.00598; 0.0; 
5710; 0.00453; 0.0; 
5712; 0.00347; 0.0; 
5714; 0.00391; 0.0; 
5716; 0.00282; 0.0; 
5718; 0.00263; 0.0; 
5720; 0.00311; 0.0; 
5722; 0.00236; 0.0; 
5724; 0.00186; 0.0; 
5726; 0.00101; 0.0; 
5728; 0.00104; 0.0; 
5730; 0.00133; 0.0; 
5732; 0.00285; 0.0; 
5734; 0.00244; 0.0; 
5736; 0.00139; 0.0; 
5738; 0.00109; 0.0; 
5740; 0.00232; 0.0; 
5742; 0.00255; 0.0; 
5744; 0.0027; 0.0; 
5746; 0.00254; 0.0; 
5748; 0.0023; 0.0; 
5750; 0.00258; 0.0; 
5752; 0.00145; 0.0; 
5754; 0.0019; 0.0; 
5756; 0.00192; 0.0; 
5758; 0.00132; 0.0; 
5760; 0.00194; 0.0; 
5762; 0.00308; 0.0; 
5764; 0.00203; 0.0; 
5766; 0.00274; 0.0; 
5768; 0.00232; 0.0; 
5770; 0.00208; 0.0; 
5772; 0.00348; 0.0; 
5774; 0.00383; 0.0; 
5776; 0.00338; 0.0; 
5778; 0.00235; 0.0; 
5780; 0.00247; 0.0; 
5782; 0.00267; 0.0; 
5784; 0.00118; 0.0; 
5786; 0.00216; 0.0; 
5788; 0.00419; 0.0; 
5790; 0.00343; 0.0; 
5792; 0.00083; 0.0; 
5794; 0.00312; 0.0; 
5796; 0.00293; 0.0; 
5798; 0.00161; 0.0; 
5800; 0.00274; 0.0; 
5802; 0.00243; 0.0; 
5804; 0.00251; 0.0; 
5806; 0.00265; 0.0; 
5808; 0.00155; 0.0; 
5810; 0.001; 0.0; 
5812; 0.00164; 0.0; 
5814; 0.00201; 0.0; 
5816; 0.00296; 0.0; 
5818; 0.00265; 0.0; 
5820; 0.00286; 0.0; 
5822; 0.00257; 0.0; 
5824; 0.0012; 0.0; 
5826; 0.00112; 0.0; 
5828; 0.00176; 0.0; 
5830; 0.00229; 0.0; 
5832; 0.00294; 0.0; 
5834; 0.00267; 0.0; 
5836; 0.00127; 0.0; 
5838; 0.00185; 0.0; 
5840; 0.00301; 0.0; 
5842; 0.00306; 0.0; 
5844; 0.00231; 0.0; 
5846; 0.00205; 0.0; 
5848; 0.00127; 0.0; 
5850; 0.0009; 0.0; 
5852; 0.00086; 0.0; 
5854; 0.00074; 0.0; 
5856; 0.00117; 0.0; 
5858; 0.00118; 0.0; 
5860; 0.00088; 0.0; 
5862; 0.00187; 0.0; 
5864; 0.00208; 0.0; 
5866; 0.00139; 0.0; 
5868; 0.00153; 0.0; 
5870; 0.00151; 0.0; 
5872; 0.00156; 0.0; 
5874; 0.00174; 0.0; 
5876; 0.00251; 0.0; 
5878; 0.0016; 0.0; 
5880; 0.00307; 0.0; 
5882; 0.00201; 0.0; 
5884; 0.00097; 0.0; 
5886; 0.00115; 0.0; 
5888; 0.00101; 0.0; 
5890; 0.00147; 0.0; 
5892; 0.00115; 0.0; 
5894; 0.0019; 0.0; 
5896; 0.00083; 0.0; 
5898; 0.00142; 0.0; 
5900; 0.00101; 0.0; 
5902; 0.0028; 0.0; 
5904; 0.00322; 0.0; 
5906; 0.00273; 0.0; 
5908; 0.00277; 0.0; 
5910; 0.00225; 0.0; 
5912; 0.0025; 0.0; 
5914; 0.00233; 0.0; 
5916; 0.00179; 0.0; 
5918; 0.00109; 0.0; 
5920; 0.00163; 0.0; 
5922; 0.00155; 0.0; 
5924; 0.00124; 0.0; 
5926; 0.00169; 0.0; 
5928; 0.00146; 0.0; 
5930; 0.00174; 0.0; 
5932; 0.00163; 0.0; 
5934; 0.00099; 0.0; 
5936; 0.00069; 0.0; 
5938; 0.00058; 0.0; 
5940; 0.00139; 0.0; 
5942; 0.0028; 0.0; 
5944; 0.00332; 0.0; 
5946; 0.00256; 0.0; 
5948; 0.00144; 0.0; 
5950; 0.00181; 0.0; 
5952; 0.00186; 0.0; 
5954; 0.00112; 0.0; 
5956; 0.00213; 0.0; 
5958; 0.00156; 0.0; 
5960; 0.00106; 0.0; 
5962; 0.00115; 0.0; 
5964; 0.00071; 0.0; 
5966; 0.00128; 0.0; 
5968; 0.00095; 0.0; 
5970; 0.00068; 0.0; 
5972; 0.00111; 0.0; 
5974; 0.00068; 0.0; 
5976; 0.00129; 0.0; 
5978; 0.00108; 0.0; 
5980; 0.00126; 0.0; 
5982; 0.00126; 0.0; 
5984; 0.0015; 0.0; 
5986; 0.00118; 0.0; 
5988; 0.00075; 0.0; 
5990; 0.00049; 0.0; 
5992; 0.001; 0.0; 
5994; 0.00138; 0.0; 
5996; 0.00122; 0.0; 
5998; 0.00146; 0.0; 
6000; 0.00159; 0.0; 
6002; 0.00076; 0.0; 
6004; 0.00137; 0.0; 
6006; 0.00149; 0.0; 
6008; 0.00135; 0.0; 
6010; 0.00119; 0.0; 
6012; 0.00048; 0.0; 
6014; 0.00048; 0.0; 
6016; 0.00138; 0.0; 
6018; 0.0019; 0.0; 
6020; 0.00134; 0.0; 
6022; 0.00058; 0.0; 
6024; 0.00116; 0.0; 
6026; 0.00138; 0.0; 
6028; 0.00196; 0.0; 
6030; 0.00087; 0.0; 
6032; 0.00131; 0.0; 
6034; 0.00218; 0.0; 
6036; 0.00146; 0.0; 
6038; 0.00083; 0.0; 
6040; 0.0011; 0.0; 
6042; 0.00127; 0.0; 
6044; 0.00229; 0.0; 
6046; 0.00328; 0.0; 
6048; 0.00259; 0.0; 
6050; 0.00152; 0.0; 
6052; 0.00154; 0.0; 
6054; 0.00207; 0.0; 
6056; 0.00187; 0.0; 
6058; 0.00126; 0.0; 
6060; 0.00171; 0.0; 
6062; 0.00138; 0.0; 
6064; 0.00114; 0.0; 
6066; 0.00154; 0.0; 
6068; 0.00258; 0.0; 
6070; 0.00285; 0.0; 
6072; 0.00194; 0.0; 
6074; 0.00169; 0.0; 
6076; 0.0017; 0.0; 
6078; 0.00107; 0.0; 
6080; 0.0009; 0.0; 
6082; 0.00148; 0.0; 
6084; 0.00206; 0.0; 
6086; 0.00247; 0.0; 
6088; 0.00237; 0.0; 
6090; 0.00168; 0.0; 
6092; 0.00138; 0.0; 
6094; 0.00054; 0.0; 
6096; 0.00157; 0.0; 
6098; 0.00198; 0.0; 
6100; 0.00143; 0.0; 
6102; 0.00078; 0.0; 
6104; 0.00087; 0.0; 
6106; 0.00134; 0.0; 
6108; 0.00115; 0.0; 
6110; 0.0011; 0.0; 
6112; 0.00175; 0.0; 
6114; 0.00112; 0.0; 
6116; 0.00114; 0.0; 
6118; 0.00095; 0.0; 
6120; 0.00058; 0.0; 
6122; 0.00127; 0.0; 
6124; 0.00221; 0.0; 
6126; 0.00256; 0.0; 
6128; 0.00223; 0.0; 
6130; 0.00238; 0.0; 
6132; 0.00179; 0.0; 
6134; 0.001; 0.0; 
6136; 0.00143; 0.0; 
6138; 0.00138; 0.0; 
6140; 0.00115; 0.0; 
6142; 0.00084; 0.0; 
6144; 0.00129; 0.0; 
6146; 0.00114; 0.0; 
6148; 0.00195; 0.0; 
6150; 0.00227; 0.0; 
6152; 0.00179; 0.0; 
6154; 0.00137; 0.0; 
6156; 0.0013; 0.0; 
6158; 0.00225; 0.0; 
6160; 0.00258; 0.0; 
6162; 0.00221; 0.0; 
6164; 0.00212; 0.0; 
6166; 0.00231; 0.0; 
6168; 0.0027; 0.0; 
6170; 0.00351; 0.0; 
6172; 0.00355; 0.0; 
6174; 0.00079; 0.0; 
6176; 0.00125; 0.0; 
6178; 0.00136; 0.0; 
6180; 0.00278; 0.0; 
6182; 0.0033; 0.0; 
6184; 0.00322; 0.0; 
6186; 0.00311; 0.0; 
6188; 0.00127; 0.0; 
6190; 0.00311; 0.0; 
6192; 0.00215; 0.0; 
6194; 0.00292; 0.0; 
6196; 0.00327; 0.0; 
6198; 0.00052; 0.0; 
6200; 0.0015; 0.0; 
6202; 0.00175; 0.0; 
6204; 0.00241; 0.0; 
6206; 0.0023; 0.0; 
6208; 0.00269; 0.0; 
6210; 0.00071; 0.0; 
6212; 0.00096; 0.0; 
6214; 0.0011; 0.0; 
6216; 0.0026; 0.0; 
6218; 0.00255; 0.0; 
6220; 0.0021; 0.0; 
6222; 0.00134; 0.0; 
6224; 0.00087; 0.0; 
6226; 0.00266; 0.0; 
6228; 0.00325; 0.0; 
6230; 0.00229; 0.0; 
6232; 0.00184; 0.0; 
6234; 0.00158; 0.0; 
6236; 0.00305; 0.0; 
6238; 0.00298; 0.0; 
6240; 0.003; 0.0; 
6242; 0.00258; 0.0; 
6244; 0.00159; 0.0; 
6246; 0.00277; 0.0; 
6248; 0.00249; 0.0; 
6250; 0.00269; 0.0; 
6252; 0.00311; 0.0; 
6254; 0.00244; 0.0; 
6256; 0.00231; 0.0; 
6258; 0.00334; 0.0; 
6260; 0.00263; 0.0; 
6262; 0.00088; 0.0; 
6264; 0.00205; 0.0; 
6266; 0.00233; 0.0; 
6268; 0.00149; 0.0; 
6270; 0.00244; 0.0; 
6272; 0.0024; 0.0; 
6274; 0.00393; 0.0; 
6276; 0.00396; 0.0; 
6278; 0.00334; 0.0; 
6280; 0.0022; 0.0; 
6282; 0.00391; 0.0; 
6284; 0.00433; 0.0; 
6286; 0.00376; 0.0; 
6288; 0.00363; 0.0; 
6290; 0.00296; 0.0; 
6292; 0.00251; 0.0; 
6294; 0.00534; 0.0; 
6296; 0.00566; 0.0; 
6298; 0.00329; 0.0; 
6300; 0.00346; 0.0; 
6302; 0.00443; 0.0; 
6304; 0.00366; 0.0; 
6306; 0.00223; 0.0; 
6308; 0.00262; 0.0; 
6310; 0.00183; 0.0; 
6312; 0.00449; 0.0; 
6314; 0.00598; 0.0; 
6316; 0.00347; 0.0; 
6318; 0.00095; 0.0; 
6320; 0.00497; 0.0; 
6322; 0.00523; 0.0; 
6324; 0.00279; 0.0; 
6326; 0.00226; 0.0; 
6328; 0.00405; 0.0; 
6330; 0.00507; 0.0; 
6332; 0.00843; 0.0; 
6334; 0.00575; 0.0; 
6336; 0.00238; 0.0; 
6338; 0.00359; 0.0; 
6340; 0.00458; 0.0; 
6342; 0.00242; 0.0; 
6344; 0.00324; 0.0; 
6346; 0.00215; 0.0; 
6348; 0.00319; 0.0; 
6350; 0.00328; 0.0; 
6352; 0.00306; 0.0; 
6354; 0.00457; 0.0; 
6356; 0.0034; 0.0; 
6358; 0.00113; 0.0; 
6360; 0.00297; 0.0; 
6362; 0.00229; 0.0; 
6364; 0.00381; 0.0; 
6366; 0.00214; 0.0; 
6368; 0.00503; 0.0; 
6370; 0.00626; 0.0; 
6372; 0.00571; 0.0; 
6374; 0.00541; 0.0; 
6376; 0.00374; 0.0; 
6378; 0.00112; 0.0; 
6380; 0.00105; 0.0; 
6382; 0.00285; 0.0; 
6384; 0.00411; 0.0; 
6386; 0.00223; 0.0; 
6388; 0.00113; 0.0; 
6390; 0.0016; 0.0; 
6392; 0.00377; 0.0; 
6394; 0.00284; 0.0; 
6396; 0.0015; 0.0; 
6398; 0.00198; 0.0; 
6400; 0.00219; 0.0; 
