"Nombre","fnStripTags(HTML_UnEncode(an.Texto))","Id_Estado_Activo","Fecha"
"S1-Ventilador M2"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2018-01-23"
"S1-Ventilador M2"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2018-07-16"
"S1-Ventilador M2"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2019-02-18"
"S1-Ventilador M2"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2019-07-15"
"S1-Ventilador M2"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2020-02-10"
"S1-Ventilador M2"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2020-04-27"
"S1-Ventilador M2"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2020-07-08"
"S1-Ventilador M3"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2018-01-23"
"S1-Ventilador M3"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2018-07-16"
"S1-Ventilador M3"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2019-02-18"
"S1-Ventilador M3"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2019-07-15"
"S1-Ventilador M3"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2020-02-10"
"S1-Ventilador M3"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2020-04-27"
"S1-Ventilador M3"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2020-07-08"
"S1-Ventilador M5"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2018-01-23"
"S1-Ventilador M5"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2018-07-16"
"S1-Ventilador M5"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2019-02-18"
"S1-Ventilador M5"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2019-07-15"
"S1-Ventilador M5"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2020-02-10"
"S1-Ventilador M5"," Motor: Se detectan síntomas de una posible degradación de los rodamientos del motor.
 Ventilador: Activo en buen estado.","2","2020-04-27"
"S1-Ventilador M5"," Motor: Se detectan síntomas de una posible degradación de los rodamientos del motor.
 Ventilador: Activo en buen estado.","2","2020-07-08"
"S1-Ventilador M6"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2018-01-23"
"S1-Ventilador M6"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2018-07-16"
"S1-Ventilador M6"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2019-02-18"
"S1-Ventilador M6"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2019-07-15"
"S1-Ventilador M6"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2020-02-10"
"S1-Ventilador M6"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2020-04-27"
"S1-Ventilador M6"," Motor: Degradación incipiente del rodamiento lado acoplado.
 Ventilador: Activo en buen estado.","1","2020-07-08"
"S1-Ventilador M8"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2018-01-23"
"S1-Ventilador M8"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2018-07-16"
"S1-Ventilador M8"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2019-02-18"
"S1-Ventilador M8"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2019-07-15"
"S1-Ventilador M8"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2020-02-10"
"S1-Ventilador M8"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2020-04-27"
"S1-Ventilador M8"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2020-07-08"
"S1-Ventilador M9"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2018-01-23"
"S1-Ventilador M9"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2018-07-16"
"S1-Ventilador M9"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2019-02-18"
"S1-Ventilador M9"," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación del rodamiento lado polea.","2","2019-07-15"
"S1-Ventilador M9"," Motor: Activo en buen estado.
 Ventilador: Se mantienen los síntomas de una posible degradación del rodamiento lado opuesto a polea.","2","2019-12-03"
"S1-Ventilador M9"," Motor: Activo en buen estado.
 Ventilador: Se mantienen los síntomas de una posible degradación del rodamiento lado opuesto a polea.","2","2020-02-10"
"S1-Ventilador M9"," Motor: Activo en buen estado.
 Ventilador: Degradación mecánica del rodamiento lado ventilador.","2","2020-04-27"
"S1-Ventilador M9"," Motor: Activo en buen estado.
 Ventilador: Degradación mecánica del rodamiento lado ventilador.","1","2020-07-08"
"S1-Ventilador M11"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2018-01-23"
"S1-Ventilador M11"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2018-07-16"
"S1-Ventilador M11"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2019-02-18"
"S1-Ventilador M11"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2019-07-15"
"S1-Ventilador M11"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2020-02-10"
"S1-Ventilador M11"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2020-04-27"
"S1-Ventilador M11"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2020-07-08"
"S1-Ventilador M12"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2018-01-23"
"S1-Ventilador M12"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2018-07-16"
"S1-Ventilador M12"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2019-02-18"
"S1-Ventilador M12"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2019-07-15"
"S1-Ventilador M12"," Motor: Degradación mecánica avanzada del rodamiento lado acoplado.
 Ventilador: Activo en buen estado.","3","2020-02-10"
"S1-Ventilador M12"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2020-04-27"
"S1-Ventilador M12"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2020-07-08"
"S1-Ventilador M14"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2018-01-23"
"S1-Ventilador M14"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2018-07-16"
"S1-Ventilador M14"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2019-02-18"
"S1-Ventilador M14"," Motor: Se detectan síntomas de una posible degradación del rodamiento lado opuesto a polea. No se descarta que exista un roce entre ventilador y carcasa del motor.
 Ventilador: Activo en buen estado.","3","2019-07-15"
"S1-Ventilador M14"," Motor: Descenso de los valores anteriormente detectados.
 Ventilador: Activo en buen estado.","2","2020-02-10"
"S1-Ventilador M14"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2020-04-27"
"S1-Ventilador M14"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2020-07-08"
"S1-Ventilador M15"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2018-01-23"
"S1-Ventilador M15"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2018-07-16"
"S1-Ventilador M15"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2019-02-18"
"S1-Ventilador M15"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2019-07-15"
"S1-Ventilador M15"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2020-02-10"
"S1-Ventilador M15"," Motor: Activo en buen estado.
 Ventilador: Degradación mecánica incipiente en el lado ventilador.","2","2020-04-27"
"S1-Ventilador M15"," Motor: Activo en buen estado.
 Ventilador: Degradación mecánica incipiente en el lado ventilador.","1","2020-07-08"
"S1-Ventilador M17"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2018-01-23"
"S1-Ventilador M17"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2018-07-16"
"S1-Ventilador M17"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2019-02-18"
"S1-Ventilador M17"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2019-07-15"
"S1-Ventilador M17"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2020-02-10"
"S1-Ventilador M17"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2020-04-27"
"S1-Ventilador M17"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2020-07-08"
"S1-Ventilador M18"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2018-01-23"
"S1-Ventilador M18"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2018-07-16"
"S1-Ventilador M18"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2019-02-18"
"S1-Ventilador M18"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2019-07-15"
"S1-Ventilador M18"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2020-02-10"
"S1-Ventilador M18"," Motor: Activo en buen estado.
 Ventilador: Degradación mecánica inicial de los rodamientos.","2","2020-04-27"
"S1-Ventilador M18"," Motor: Activo en buen estado.
 Ventilador: Degradación mecánica inicial de los rodamientos.","1","2020-07-08"
"S1-Ventilador M20"," Motor: Activo en buen estado. Se detectan indicios de unas condiciones desfavorables de alineación. No se descarta que una tensión no apropiada de las correas esté afectando en la medida.
 Ventilador: Activo en buen estado.","1","2018-01-23"
"S1-Ventilador M20"," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.","1","2018-06-11"
"S1-Ventilador M20"," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.","1","2018-07-16"
"S1-Ventilador M20"," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.","1","2019-02-18"
"S1-Ventilador M20"," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.","1","2019-07-15"
"S1-Ventilador M20"," Motor: Activo en buen estado. 
 Ventilador: Se mantienen las amplitudes de las medidas en aceleración asociadas a una degradación de rodamientos.","2","2019-12-03"
"S1-Ventilador M20"," Motor: Activo en buen estado. 
 Ventilador: Se mantienen las amplitudes de las medidas en aceleración asociadas a una degradación de rodamientos.","2","2020-02-10"
"S1-Ventilador M20"," Motor: Activo en buen estado. 
 Ventilador: Aumento moderado de la degradación de los rodamientos.","2","2020-04-27"
"S1-Ventilador M20"," Motor: Activo en buen estado. 
 Ventilador: Degradación de las condiciones mecánicas de los rodamientos.","2","2020-07-08"
"S1-Ventilador M21"," Motor: Activo en buen estado. Se detectan indicios de unas condiciones desfavorables de alineación.
 Ventilador: Activo en buen estado. ","1","2018-01-23"
"S1-Ventilador M21"," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ","1","2018-06-11"
"S1-Ventilador M21"," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. Se mantiene el comportamiento de pasadas inspecciones.","1","2018-07-16"
"S1-Ventilador M21"," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ","1","2019-02-18"
"S1-Ventilador M21"," Motor: Activo en buen estado. Se detectan síntomas de holguras en el rodamiento lado libre del motor.
 Ventilador: Activo en buen estado. ","1","2019-07-15"
"S1-Ventilador M21"," Motor: Activo en buen estado. 
 Ventilador: Degradación de las condiciones mecánicas de los rodamientos.","3","2020-02-10"
"S1-Ventilador M21"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. ","1","2020-04-27"
"S1-Ventilador M21"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. ","1","2020-07-08"
"S1-Ventilador M23"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2018-01-23"
"S1-Ventilador M23"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2018-07-16"
"S1-Ventilador M23"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2019-02-18"
"S1-Ventilador M23"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2019-07-15"
"S1-Ventilador M23"," Motor: Activo en buen estado.
 Ventilador: Degradación mecánica de los rodamientos","2","2020-02-10"
"S1-Ventilador M23"," Motor: Activo en buen estado.
 Ventilador: Degradación mecánica de los rodamientos","2","2020-04-27"
"S1-Ventilador M23"," Motor: Activo en buen estado.
 Ventilador: Degradación mecánica de los rodamientos","2","2020-07-08"
"S1-Ventilador M24"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2018-01-23"
"S1-Ventilador M24"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2018-07-16"
"S1-Ventilador M24"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2019-02-18"
"S1-Ventilador M24"," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación de rodamientos, especialmente en el lado opuesto a polea.","2","2019-07-15"
"S1-Ventilador M24"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2019-12-03"
"S1-Ventilador M24"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2020-02-10"
"S1-Ventilador M24"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2020-04-27"
"S1-Ventilador M24"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.","1","2020-07-08"
"S1-Ventilador M26"," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. Se detectan indicios de unas condiciones desfavorables de alineación, de tensiones de correas o equilibrado. No se descarta que una amplificación estructural esté influyendo en la medida.","1","2018-01-23"
"S1-Ventilador M26"," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. Se detectan indicios de unas posibles condiciones particulares de operación no descartándose que una desalineación dinámica esté influyendo en el comportamiento.","1","2018-06-11"
"S1-Ventilador M26"," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. Se mantiene el comportamiento de pasadas inspecciones.","1","2018-07-16"
"S1-Ventilador M26"," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.","1","2019-02-18"
"S1-Ventilador M26"," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.","1","2019-07-15"
"S1-Ventilador M26"," Ventilador: Posible degradación de los rodamientos de la cañonera.","3","2019-12-03"
"S1-Ventilador M26"," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.","2","2020-02-10"
"S1-Ventilador M26"," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.","1","2020-04-27"
"S1-Ventilador M26"," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.","1","2020-07-08"
"S1-Ventilador M27"," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado, aunque se detectan indicios de unas condiciones desfavorables de alineación y/o equilibrado. No se descarta que una amplificación estructural esté influyendo en la medida. Asimismo hay indicios de una degradación mecánica de rodamientos.","2","2018-01-23"
"S1-Ventilador M27"," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. Se detectan indicios de unas posibles condiciones particulares de operación no descartándose que una desalineación dinámica esté influyendo en el comportamiento. Asimismo hay indicios de una degradación mecánica de rodamientos.","2","2018-06-11"
"S1-Ventilador M27"," Motor: Activo en buen estado. 
 Ventilador: Se mantienen los indicios de una posible degradación de rodamientos. ","2","2018-07-16"
"S1-Ventilador M27"," Motor: Activo en buen estado. 
 Ventilador: Se mantienen los indicios de una posible degradación de rodamientos. ","2","2018-09-03"
"S1-Ventilador M27"," Motor: Activo en buen estado. 
 Ventilador: Se mantienen los indicios de una posible degradación de rodamientos. Existe una mejoría en el comportamiento.","1","2019-02-18"
"S1-Ventilador M27"," Motor: Activo en buen estado. 
 Ventilador: Se mantienen los indicios de una posible degradación de rodamientos. Existe una un aumento de la amplitud de los indicadores.","3","2019-07-15"
"S1-Ventilador M27"," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ","1","2020-02-10"
"S1-Ventilador M27"," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ","2","2020-04-27"
"S1-Ventilador M27"," Motor: Activo en buen estado. 
 Ventilador: Degradación mecánica de las condiciones mecánicas de los rodamientos.","3","2020-07-08"
"S1-Ventilador M29"," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. Se detectan indicios de unas condiciones desfavorables de desequilibrio, desalineación de poleas o incorrecta tensión de correas. No se descarta que una amplificación estructural esté influyendo en la medida.","1","2018-01-23"
